SnapshotDateKey,DeviceID,EncryptionTechnology,SoftwareInstalled,EncryptionEnabled,RecoveryKeyEscrowed,PortableMediaRestricted,ExceptionFlag,ComplianceStatus,SourceSystem,CollectedAt
20260101,DEV-00001,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00002,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00003,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00004,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00006,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00007,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00008,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00009,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00010,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00011,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00012,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00013,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00015,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00016,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00017,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00018,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00019,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00021,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00022,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00023,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00024,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00025,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00026,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00027,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00028,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00031,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00032,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00033,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00034,Native,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00035,BitLocker,FALSE,FALSE,TRUE,FALSE,FALSE,Non-Compliant,Intune,2026-01-01
20260101,DEV-00036,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00037,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00038,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00039,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00040,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00041,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00042,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00044,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00046,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00047,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00048,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00049,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00050,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00051,BitLocker,TRUE,TRUE,TRUE,TRUE,TRUE,Compliant,Tanium,2026-01-05
20260101,DEV-00052,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00053,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00054,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00055,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00056,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00057,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00059,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00060,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00061,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00062,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00063,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00064,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,Intune,2026-01-04
20260101,DEV-00065,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00066,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00067,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00068,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00069,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00070,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00071,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00072,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00073,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00074,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00075,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00076,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00078,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00079,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00081,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00082,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00083,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00084,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00085,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00086,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00087,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00088,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00089,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00090,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00091,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00092,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00093,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00094,BitLocker,TRUE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-04
20260101,DEV-00096,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00097,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00098,BitLocker,TRUE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00099,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00100,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00101,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00102,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00103,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00104,FileVault,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00105,FileVault,TRUE,TRUE,TRUE,TRUE,TRUE,Compliant,Tanium,2026-01-04
20260101,DEV-00106,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00107,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00108,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00109,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00111,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00112,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00113,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00114,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00115,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00116,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00117,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00118,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00119,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00120,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00121,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00122,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00123,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00124,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00125,BitLocker,FALSE,TRUE,TRUE,TRUE,FALSE,Non-Compliant,Tanium,2026-01-01
20260101,DEV-00127,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00128,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00129,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00130,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00131,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00132,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00134,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,Intune,2026-01-03
20260101,DEV-00135,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00136,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00137,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00138,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00139,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00140,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00141,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00142,FileVault,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-02
20260101,DEV-00143,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00144,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00145,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00146,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00147,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00148,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00149,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00150,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00152,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00153,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00154,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00155,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-03
20260101,DEV-00157,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00158,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00159,BitLocker,TRUE,TRUE,TRUE,TRUE,TRUE,Compliant,Intune,2026-01-03
20260101,DEV-00160,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00162,Native,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00163,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00164,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00165,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00166,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00167,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00169,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00170,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00171,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00172,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00173,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00174,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00175,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00176,FileVault,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-02
20260101,DEV-00177,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00178,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00179,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00180,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00182,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00183,BitLocker,FALSE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,Intune,2026-01-04
20260101,DEV-00184,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00185,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00186,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00187,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00188,BitLocker,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-02
20260101,DEV-00189,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00190,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00191,Native,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00192,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00193,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00194,BitLocker,TRUE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,Tanium,2026-01-02
20260101,DEV-00195,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
